"","SoilType","WCR","Variety","Block","8-Heptadecene","(-)-Menthol","alpha-muurolene","Unknown RI 1061.3","3-Heptyl formate","1-Hexanol, 2-ethyl-","3-Octanone","Unknown RI 946.6","Ethanol, 2-(2-ethoxyethoxy)-","1-Decanol","Decanal","1-Dodecanol","Dodecanal","2-Ethylhexyl salicylate","trans-alpha-Bergamotene","Unknown RI 1026","Unknown RI 1677.1","3-Methyl-2-(2-methyl-2-butenyl)-furan","Unknown RI 888.7","beta-Selinene","3,6-dimethyl decane","beta-Pinene","2,4-Dimethyl-1-heptene","(E)-4,8-Dimethylnona-1,3,7-triene","Allyl butanoate","1-Butene, 4-isothiocyanato-","Sabinene","1-Octen-3-ol","Benzaldehyde, 3-ethyl-","Unknown RI 1205.1","Unknown RI 1081.4","beta-Bourbonene","Germacrene D","Heptanal","Hexanal, 2-ethyl-","Hexane, 2,3,4-trimethyl-","Isopentyl butanoate","Limonene","D-Isomenthone_11.42","Nonane, 2,2,4,4,6,8,8-heptamethyl-","n-Tridecan-1-ol","1-Undecanol","Octane, 2,2,6-trimethyl-","Octanoic acid","Orcinol","Unknown RI 1281.7","Unknown RI 1079.2","Unknown RI 1092.4","2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-","Unknown RI 1434.1","2-Propenoic acid, 2-methyl-, 3,3,5-trimethylcyclohexyl ester","Camphene","alpha-Pinene","Unknown RI 1125.8","Unknown RI 1045.5","Caryophyllene","Unknown RI 1302.4","p-ethyl acetophenone","Benzothiazole","Unknown RI 899.2","Acetophenone","alpha-Phellandrene","Totals"
"B41","CCPea","no","MastersChoice",6,3.08650123158231,1.78625267312278,1.05964701941194,14.6614584520168,1.95506296324287,5.41854623547151,0,0.452812552277931,0,2.82285931513123,0.505095174728875,3.6280601851703,0,0,0.746647095755277,0.697789895145841,1.11113300633913,0.493970921273333,0,1.00770472988586,2.09836875490369,1.74460652280135,0,5.76884113979382,0,1.02837711405617,3.21105411793722,0,0,0,2.0152803382124,0,3.12622481828183,0,15.8357205014733,1.85561491046321,0,19.0346589496535,3.67822942641534,1.96436397845599,8.8948591556801,3.08650123158231,0,0,0.629548139179096,5.74141274877833,1.29124539661718,0,2.25220634837185,0,5.53055897656409,0.727582727874836,4.83159742112103,1.12684794594516,7.77981052632028,0,3.17043669655939,1.30363639344275,0.628795975474144,1.04881654840562,1.13265142307599,0,149.971389677996
"B42","CCPea","no","MastersChoice",6,6.18311841867616,8.74226998573177,1.34281850357626,32.1070862936937,2.51022220520633,32.4749569358792,0,0,0.659390156294282,2.85495871771905,0,4.57003304496306,0,0,1.62659135080251,1.63429998175737,0,1.57046650239482,1.01816003980264,1.66098785787627,3.99848771227029,7.79858779474292,2.6293574156669,11.8541523904182,0.830826965725709,1.77251780654849,5.66716357049384,0,0,0,5.23013078317063,0,6.8665828276062,0,26.0482886759989,4.27258415116104,1.50243319209741,38.3413990477562,5.76913606788159,1.76291829193927,3.92109340804028,6.18311841867616,1.37726075169706,0.0545571524216992,0,11.4943675514508,0,0.946658135643407,5.01060256344225,0,7.92480356294009,2.61831404974909,29.0302653151676,1.12418778621128,18.6684360703137,0.15784488056045,4.61522117723927,2.3543289133919,3.75799239000793,1.04434501984773,2.63202717995536,0.96784754983382,327.183198564441
"B43","CCPea","yes","MastersChoice",6,6.60253061399692,4.45469852596454,1.32061921506563,8.98713685580893,2.15283759494209,11.3186590465838,0.129205066143347,0,0.735317530518547,2.36445861126922,0.152450795663331,3.39096303341684,0,0,0.711540548108191,0.76982046092086,1.13916533830737,1.30361727628195,0.825703826715775,1.1440336015169,3.22206885687017,9.81487443549806,2.19533175803578,8.01197062009627,0.469809371689784,1.27843050136821,1.88540214611595,0,0,0,1.75895076183711,0.553657108441114,3.58353847237374,0,21.9070264869268,5.11647080177584,0.995932441248056,28.3828298907237,3.95990616199427,1.18707149277755,4.78102425322062,6.60253061399692,1.23007557673325,0,0.476354159001068,5.98475812963909,1.35283035826024,0,2.70005429652495,0,4.9406757084986,3.32553985134966,20.5848567472281,0.742542122858868,11.9780610529445,0.454721452763592,2.65079976401208,2.08328702946769,2.35615092887873,0.786212237689543,0.945651992569946,0.880782991085408,216.682938515719
"B44","CCPea","yes","MastersChoice",6,2.84846350938768,13.211032432542,3.54328802397518,27.3063214009864,4.98597589120125,33.1364416387036,0,0,3.36786517597358,28.7153549461842,3.68485299382405,7.43388351460143,0,0,2.79281834203493,4.41104993949756,7.99350657163824,2.7314821137483,2.5887524618327,4.6552569692571,8.94279885161435,18.2803346175436,7.49957699774591,19.4421544725866,0,4.02094033782739,12.694090476546,0,0,0,11.8758388105243,4.01596530171483,0,0,51.7492910326872,12.3431909674765,0,71.3340388114297,10.6851340370079,3.72894676695879,2.00327807706711,7.99350657163824,3.85311362809473,0,1.87879770751084,21.0052779527839,4.37953900830551,2.58143681285057,6.59686132737444,0,14.4260026610294,14.8365012960977,70.6854693216095,1.73226888870362,29.317067958716,0,6.96666892347937,1.81414022881243,5.70349892563121,3.20704108584878,1.29640625319153,1.57564752740305,591.871171563199
"B45","CCPea","no","MastersChoice",6,7.13894944932024,7.59276519994072,2.44840529009242,30.2667279623937,8.41043122560546,22.3300843331179,0,0,1.85022398739736,8.23279893463148,0.639460573791409,2.4152877730807,0,0,3.15239561756903,4.88004395199892,4.20494798592857,2.38518545186946,2.33996383790549,5.71627657839573,10.3293664270337,16.6493522752717,8.93901015486573,21.1600781025451,0,2.60504882428085,10.1985321182188,0,0,0,6.17209088741236,2.15859268237968,13.3196822986504,1.55392804824331,46.6959763075295,16.1758667859711,0,57.7257662619528,8.38556641806481,3.99586037322141,2.18242667327746,7.13894944932024,3.72513306388152,0,0.336262465750719,22.8118378121221,3.47527560607995,0,7.30540940079509,0,15.8614155125257,10.0793237886879,74.8517901996692,1.10681578960361,27.0558071768542,1.0401905337207,5.53708088438711,6.49023490473421,4.71841268515869,1.52435272479694,4.01223993917776,2.96491966233522,542.286544391558
"B46","CCPea","yes","MastersChoice",6,10.3131071936425,8.3920280439814,3.5765273279483,30.7065568345004,5.0597802834662,28.4424947889335,0,0,2.41499865391181,2.65887055812781,0,2.10428224521946,0,0,2.71555204780069,4.42919353358572,4.09843092145158,3.50032237602069,3.02367810071699,5.17652060624179,11.4357969855388,19.0709582940225,7.85072305956936,19.6455482039954,0,4.08295612561919,11.7528953087514,0,0,0,6.26170918228047,2.3575262457921,11.8111542566542,1.74989938447507,62.8742738746389,16.0014511656534,0,78.3799243190615,9.55163494294686,4.17085806135926,2.87463608537135,17.7680051872384,4.18948321506371,0.378529018403358,1.77569093809378,21.5223057795129,16.8349455802643,1.76460250518068,7.65148423970749,0,15.4321122050019,8.25427781271422,72.4357950199484,1.39946328113469,28.1142740508557,0.905248220954653,8.53067725851327,1.61613389780824,3.8418188152199,0,1.46915222370789,2.9505395109227,603.318827771525
"B47","CCPea","no","MastersChoice",6,8.77048054962382,2.61859789086696,2.68327834217596,0,1.99608510305502,7.76009761456263,0,0,2.68285081880594,9.74577574845225,2.32116173036463,8.04634151770527,0,0,2.45556349992125,3.54208751586849,0.702819678728265,1.62367910406432,0,1.09709587488411,8.93408232206475,7.28972410848124,5.05448968087601,12.3652967696597,0,95.1088365930874,10.2857898563839,0,4.53570823120093,0,0,1.93462567990318,0,0,23.8112761454073,10.4970786071264,0,49.5533001938308,5.6316203469314,3.34166035864323,8.07636342661946,8.77048054962382,0,0,0,17.4023293557086,4.3499715687351,0,6.80120263458281,0,11.8591126143557,6.21946773063202,33.6844965433033,1.9276916448583,18.2526577720405,0,8.09332777632303,7.11028540479058,1.65275442295542,0,1.05363953434927,1.17261161198625,430.815796473539
"B48","CCPea","yes","MastersChoice",6,10.0185042023401,1.96122269865,1.84182956702446,29.5671826687811,0,2.97319202369995,0,0,0,8.37073891852835,0.82349738691251,4.55666786967424,0,0,0,1.55541397176065,0,1.22320249976094,0,0,3.96337948888383,4.4938368568241,3.05607465750416,8.32351010344878,0,1.77990019611408,6.31042009899372,4.4938368568241,0,0,0.502063140968231,0,0,0.744636891667048,19.5231097464525,0,1.37014720207883,19.509506682282,3.90378328134019,5.39429731321576,4.41262465329553,10.0185042023401,2.20081066424151,0,0,7.59408878733137,0,0,0,0,8.21598523266896,2.06533292051498,6.59919208651788,0,9.7549115272746,0,0.484829097310745,2.5109027400308,0,7.74378812944685,0,0,207.860924364703
"C09","CCRadish","yes","MastersChoice",2,0,1.75390982889078,5.09764492588058,55.535908591781,4.33671213336837,44.9449922590048,1.01678747783938,0,4.74130516589693,6.64695375090097,4.44643889192015,4.01128994092639,0.876977938197772,0.178099918900629,5.13058385837381,3.86237148303748,4.20401376401483,3.14422391550156,2.06883641032333,5.26831441828458,9.25336485131029,14.7948431278703,3.52357331614259,17.6084524132792,0,1.65913032013934,20.6532898091979,0,3.85357475775046,0,4.15465380330161,8.18701749348707,10.5417807391717,1.23945411768602,19.9958146755714,5.5850557699639,3.51292380986497,52.7312416840691,2.27008845164734,50.8123971653092,0,4.20401376401483,3.62693979118567,1.00686400321552,6.31267041098398,19.9138675113956,5.92636563513713,0,6.15678468209875,0,0,17.3813821759697,50.512383469667,8.9382122772348,13.0613858002653,7.718732319632,9.3904713574322,3.93967742165046,3.11763167649325,2.135085016169,10.3889719109907,4.16303341403309,565.536493616375
"C10","CCRadish","no","MastersChoice",2,0.539163376759143,0,2.09969568574932,25.0899857177993,0,12.5704861206435,0,0,0.780971409555917,3.68381724704481,1.28811344679898,6.45016831496093,0,1.04380190356191,1.40306917345311,1.11679913170109,0,0.772351328542476,0.927703582643302,1.90416394840322,2.11265970715255,2.96394657000087,0,7.25275644081949,0,0,7.19953956271999,0,2.40069391849603,0,0,2.74209237328726,3.67443667432125,0,7.22263178116451,0,0,12.089159465835,0,25.6047903096011,4.53968796462617,0,0,0.617112582579609,1.41814489090997,5.16434931359417,0,0,1.04441796754341,0,0,2.92817597117419,10.784222356801,1.05051693936307,3.34877032242611,1.40245129173442,0.286761282503224,2.14721011204956,0,1.80010328544431,11.1710269084128,1.39208940439281,182.02803778457
"C11","CCRadish","no","MastersChoice",2,0,0,3.50469748929444,29.6659554974926,6.61006725896139,13.0228377395928,18.2271133791926,0,2.19066173773673,5.27914006007227,2.10198689069929,2.40415476461221,0.69001923076417,0.406695593576492,2.42381748952839,2.21540989806919,1.88339074451634,1.43585824504273,0.330640139800159,5.99429302373692,5.18785292755683,4.31843753074377,1.42702565311572,17.0286139358059,0,0,9.52585339222787,1.23300083425078,3.71333268219074,1.40656734672563,3.9266398015301,4.92588099877555,6.6568142162865,0,7.32729894171019,0.474801604190943,0,31.3173888234369,1.54379894636626,27.959117363723,0.650391032233231,1.88339074451634,1.85908041031968,1.3526307994557,1.70826174094547,10.7496917996468,2.21981065603368,0,4.01383821209674,0,0.671719856283333,12.3738843796755,13.2558213091545,2.57211086769161,7.91064490809394,2.92548674533285,5.53784858396197,2.63171901951071,1.84448194841021,2.12810501409781,2.99958622269812,2.06733400569633,307.71500243718
"C12","CCRadish","no","MastersChoice",2,0,0,1.05397231430005,21.7115028849638,2.13697148525881,6.33286311470044,13.4413756018655,0,3.25271185519041,3.64109840013189,5.19720633236217,0.71639092050111,0,0,0,1.21116681697297,0,0,0,1.45525653481245,2.29247596439679,0,0.569931408501665,7.43168106350314,0,0,6.69713690569351,4.22961714638484,2.91742378015647,1.33269915445057,0,2.72432549962909,2.29136960473618,0.465538080511401,5.22665746656066,1.65074617964378,0,13.2412604000544,0,18.3911486324969,0,0,0,0.498373859687961,0,6.59363367372722,1.14463580013979,0,0,0,0,1.52381621586245,5.08354818775183,0,3.15305743826651,0,2.69521002036221,1.50981428164375,0,2.11447926628597,3.71892166325926,1.71188195637416,159.35989991114
"C13","CCRadish","yes","MastersChoice",2,0,0.363728806082638,4.92926234263896,53.941453266811,3.58899001366578,47.1617924397981,1.3073942899282,0,3.90872466026404,7.78660805885005,2.4655713873376,62.1155333853823,2.5509029911098,2.39980705375461,9.33355699233913,2.74849639092585,3.81649105411642,3.37867476498129,1.67366650130573,7.34060320784397,7.60637655344538,16.831156627173,4.98454101448188,30.2902189794735,0,1.28223263321542,16.1472321861092,3.04111786341639,2.77058934733125,0,1.73784221441567,7.13626463264258,10.7347423219081,2.06470345957372,19.3572400638465,5.79386417900057,0.99666068705783,52.8046835927467,1.83526067481939,34.8005569499166,33.033698707139,3.81649105411642,2.66058584463173,0.466654949219876,3.67974000688232,15.2665868980832,7.55516209362957,1.06245423550865,3.28326607236199,6.05808117089816,0.713734097195451,15.550529534688,56.3228257990533,3.60844048609916,12.8393244066952,8.63677496773514,7.54239875616397,4.28309621632366,3.45514965300156,3.42073625837376,5.04379082394393,3.00763269784568,642.333696317299
"C14","CCRadish","no","MastersChoice",2,0,1.28320056987359,3.28499145925942,59.6584948905802,3.78498238308913,32.4988946608103,0.805769182005596,0,3.0906574290043,8.39574299928165,2.10589376713184,0.947911645632547,0,0,11.6876760363653,2.34683196536011,2.01203021441138,2.58334452286564,0.737952083968592,3.41752191734795,5.38521691727892,11.9666690410469,2.67235861992539,34.5972516484275,0,1.28832245531287,14.0862109209742,0,4.16175989242677,0,1.81112262506896,8.88026702689706,13.0787305937596,1.38979694312884,20.688065754363,3.78804359491094,0,49.27867922847,4.16175989242677,31.6217208374371,0,2.01203021441138,1.71249541121091,0.495296789108239,2.34768113738705,14.5182538217512,2.17935006784145,0.870125885667731,5.04508016793004,0,0,21.3644712361981,34.031998899767,2.92424291910329,9.00589288678786,7.29068717809283,5.94684371824848,5.31778447487873,3.8791131612691,2.68018904647246,3.19254746944073,3.61702938839589,475.928985592805
"C15","CCRadish","yes","MastersChoice",2,0,1.15780114773721,6.1004234673357,85.9698163461451,6.54916344225656,55.6455071370144,1.20563002507252,0,3.989167032836,5.3809255965241,2.14587432422171,31.5020381973076,2.94624543337625,0.538056071350727,7.81618153341015,3.21929261140502,5.16821815446432,3.82267111510291,1.52199567353027,5.9125986062682,9.88593942734017,18.9771236519392,2.43332807490184,26.4891035492383,0,1.35963720755295,16.6382744516858,0,4.55272530888489,0,7.60995896895865,9.32039578666581,13.4779727144679,2.6807141017272,27.5571026622131,4.10564223880109,0,68.1144082654075,4.55272530888489,39.1269469938226,22.4104709581481,5.16821815446432,1.87736963319643,2.03484019393618,3.85272447018978,17.6606057680368,3.44018097391336,1.38449709907777,7.79701339066719,2.49312880097885,0,28.6132862517195,50.7763354468958,5.03023121287091,18.837477525403,12.1022566497698,5.91155701733847,3.37052572211029,5.76067823049789,2.3151100943496,4.12304724970466,3.17826367095165,695.611423142071
"C16","CCRadish","yes","MastersChoice",2,0,0.915075656279918,2.67847010543063,45.1127207090587,9.46877732464769,23.653701176473,3.27822427324199,0,4.91250034419434,9.25351889163078,5.53885754197867,3.55022825697236,0.595787976196549,0,6.82240680616917,2.38649490239968,1.55554291025274,2.29967087700436,0.835325015170541,4.30690064816497,7.06361361914832,12.8134913889558,2.67673473803253,17.8439052476206,0,0,13.4703595338023,1.55981661579436,3.12770647237738,0,0.540003406570691,6.64391390653843,10.2056996128149,1.57207040479995,14.0536781542182,5.35891865803391,0,42.1537260840989,0,23.4619120381252,0.696655789799526,1.55554291025274,1.96329242334293,2.28503928585661,0.983622293940055,12.1510307566469,3.10549461165655,0,2.96699670959186,0,0,21.6375517986509,47.7475444183119,2.13452902377031,8.5801827061639,5.85016236093005,5.82397793621915,6.51211217396101,2.67327640472428,4.15202758532968,30.2450504598546,3.68538966272124,454.459232607922
"C17","CCRadish","no","MastersChoice",3,4.15071001686663,105.95229193131,10.6093672728713,107.722564342864,10.769744140945,67.7215920737061,2.72987145638206,0,4.39594373187749,4.22456407234556,0,16.3875268106809,2.50245573541651,1.72463892306819,13.4649750147196,20.5813524520525,14.5210946594771,5.02519948292375,2.91722283918931,23.8449614193839,34.7279985802485,62.966814299612,10.3744394878061,66.1456251693703,0,4.92262588411116,50.4686302206346,0,10.7492669988618,2.95707669423127,46.3378454647077,18.96770940592,26.006964417076,1.8043813474033,38.567696645684,7.00120255286034,90.4455589694929,95.1981693742654,11.4593321692245,29.0496852517943,13.4167023042161,14.5210946594771,13.6971995859269,0,7.67676196961944,59.2763447446109,32.9105478420597,12.6459279922782,39.7481498514452,3.6165505611613,2.89629101738458,40.0447564653307,77.7929003509844,7.41711891943759,27.3251849465243,9.79891793589624,35.4707076494859,4.61353978738564,5.80911312456543,2.48439729721829,4.445679036302,7.92453188507369,1450.92951723577
"C18","CCRadish","yes","MastersChoice",3,0,85.2589662590847,2.77521174406943,44.802417769065,5.93440263360814,66.6443495738599,2.09282565188399,0.263394622436103,0,3.7589743987809,0.565345925766273,18.8253827405932,0.588245663730958,0.458325473011963,6.09566409831364,3.95096610016562,8.57966129956653,2.25453484768754,0.883509359191282,3.53857404046317,10.2558255717703,15.2660521653127,3.72212206132435,27.8087973283076,0,1.06619529463662,17.9832599712285,0,2.55446814218517,0,5.46123394070648,6.68585053333755,13.1948652884052,2.5814326056554,21.3726412229744,5.90575375876577,0.785248435102517,49.4637064658979,1.98279582033771,2.02984904323218,9.89708609946714,2.80635249569628,2.57154888329155,4.49637280040121,1.33290765850555,12.2148244525432,7.41417116329318,4.74090288680679,6.34784407753943,0,0,18.8857663937885,67.8790863602394,0,11.2815745760476,10.4129962314842,8.18539492673745,2.37878511876333,5.08535819368491,2.32123641532509,3.0707237948708,2.39122312057182,629.105005499516
"C19","CCRadish","yes","MastersChoice",3,0,23.4031178349835,1.12687574039563,0.699347722597378,0,3.21156670714159,0,0,0,2.819651360747,0.225778586449732,27.6899871176866,0,0,1.94011003502739,0,0.732632949924983,0,0,0.31780545247108,0,0,0,7.10874034403867,0,0,0,0,0.978427347835909,0,0,1.88278330277103,4.50871268892453,0,1.1536985848522,0,0,2.51004657201607,0,0,7.94343553733611,0.732632949924983,0,0,0,4.22122834085911,0,0,1.52024144496539,0,0,0,1.20479847517923,0,2.02451241713419,0.665924808206592,1.14588495584988,1.46851702643285,1.2480853168517,1.67724285239896,1.31338580178529,0,105.475172274788
"C20","CCRadish","yes","MastersChoice",3,0,39.2421677115078,1.79600631422598,1.14738992497241,0.918852075309787,10.9918065335488,0,0,0,3.48018743758211,0,23.1841749577027,0,0.918273710195624,6.80848722470821,0,1.25913343812142,0.381113603381424,0,3.07139339230578,0,0,0,12.4710938671515,0,0,0.782074553072002,0,0,0,0.269238378075122,4.05547989869923,11.2805840835054,0,3.17850804927232,0.878163634406168,0,3.72963648061396,1.25153310924152,0,23.5075858267948,1.25913343812142,0,0,0,8.63038551126024,0,0,5.1879806130849,0,0,0,0,0,4.45150970282159,0,3.61151081982639,1.78960163306214,0.76907663218838,1.5107385004659,1.49521222623233,0,183.308033281457
"C21","CCRadish","no","MastersChoice",3,0,186.256290932685,6.37085616519238,2.05867628005135,0.865350504353962,21.9852142150584,0,0,0,7.30457695740274,0,11.3215818450548,2.56076018674808,5.28432405818517,19.6910555004301,0,16.9648214175942,1.64463464242177,0,36.6367430381593,0,0,0.176555921199207,56.6365589525287,0,0,2.91272627855132,0,2.33227509212665,3.35749906251273,0,29.3969495169791,45.9898589938772,0,3.95052115805373,1.37339067813897,0,24.910867088002,11.4703682858278,9.80927742491186,11.236539028199,16.9648214175942,0,0,4.18464968519179,35.395537240838,0,0,36.9856555404892,0,3.57395408649407,0,2.73271411040363,6.63868482929874,28.1761794662404,18.3979858776042,27.8517609613504,6.24675703994106,9.86343750319062,1.79606108306931,3.74044181168682,0.697869984749524,725.744783862387
"C22","CCRadish","yes","MastersChoice",3,3.40605476775495,60.4833587481098,2.66609512869385,37.5021105115649,4.69513419562221,39.6723451217803,0.629756611579622,0,0,4.47696851177466,0,2.8655169393427,0,0.323302772158271,4.71202751654449,3.27928336004533,1.75531313820682,1.46753765597992,0.960531381487151,4.10452822324205,6.46690020700281,10.6019535077217,3.05891162765057,22.7229268245918,0.30715002257314,0.819417750321211,15.649824221411,1.01803419617133,0,0,0,5.29671045912368,11.1305846138795,1.7926229831336,16.4421147926726,5.17896189674099,3.84551876056137,34.4479441220246,1.89063774945188,2.79293346825939,1.18838852667019,3.40605476775495,2.68359291850968,0,1.07989543478016,12.7724957709824,4.36402131988207,1.26500809088883,5.75032600352592,0,0,12.6279730649034,49.4831029470722,1.66035240355811,8.00055563549597,2.78096414072916,6.86970325269987,4.13748735287474,2.74669904588241,2.50969207477063,2.1495028167626,2.93488577266752,444.873713127589
"C23","CCRadish","no","MastersChoice",3,0,90.1103286290467,5.46438672244191,67.738706144006,8.08380456176565,43.1309496200849,1.39498195306021,1.88540151787957,2.23326540850756,8.31541270324339,0,4.93936655110921,0.553644183360013,1.51173604924678,10.3275421374206,10.5103309450517,9.13275395830883,3.01314694758629,2.76110647452846,15.6470116718505,18.9851238066816,14.4950900776294,5.23492185246559,49.4843867396967,1.01483567190754,3.23769978338486,33.241932987865,0,6.57848095367999,1.96043231596983,20.4183607029412,14.2656636341975,17.6047045530677,2.3201983087187,36.9320411712805,5.63747020800345,15.0399020823556,84.1335463694342,6.57848095367999,15.1108376960559,1.47749025505727,9.13275395830883,6.19252026099051,0,4.67423502001452,35.4278985906405,15.4629396366273,6.61649908999414,22.4051374352795,0,2.36787083953552,30.6625737570869,47.8803093607212,3.74576943166346,15.015981882838,6.57186395025607,20.7565729021466,6.42684096735641,5.74354567969015,2.46683799757125,3.83015419954126,5.96711651068572,891.852897773519
"C24","CCRadish","no","MastersChoice",3,2.95189650540563,180.774735574915,9.59561140158968,67.0867369907944,13.2795190901925,97.270763869629,1.68667063239239,0,2.87646742718695,3.52629538978157,0,1.86541167780439,1.35197678046859,2.65761246958919,12.2811851007488,11.6296701816721,12.4676568112406,3.99632390288042,2.52478180390742,23.7419505830092,24.8361519994968,16.7741544077838,7.03200770900131,66.8115244809429,0,3.39914849444942,28.1524200730349,3.95182649660653,23.9190042994359,2.70409920387012,8.00361269645101,17.2386443932375,25.2824990696328,3.28038856428178,42.4786612026965,5.6254253587151,16.632275471984,103.349669926809,23.9190042994359,15.0328794125199,3.42588890407406,12.4676568112406,6.45482239569491,0,5.54047628629387,47.529501861445,20.649044281624,7.82235847890958,35.8336811685258,0,2.89174778742757,45.7791889148038,54.0622140185244,7.11792169659708,35.4407906311467,9.63021187218523,22.3450271419948,4.5979024107834,22.5892849477567,3.33388452513721,6.35905983299369,5.29043035562792,1249.14975807638
"C25","CCRadish","yes","MastersChoice",4,0.556907898399253,1.77282168748942,1.5609555768119,21.6601752997351,0.939854216977468,2.42342355146887,0,0,0,1.78275284836859,0,0.636361398380219,0,0,2.4908133268281,1.59495731566899,0.92542686277369,0,0,1.95400389579663,2.8779336106889,8.52996129840087,0,3.78742284020107,0,0,15.4841762400295,0,0,0,0.623962194620718,0,3.71655832707418,0,7.72177243957505,1.26427760138064,0,46.5705170148164,3.15254606455469,24.0456640962971,0,0.92542686277369,1.34531940480643,0,1.46364759369854,6.16856626534424,2.7566350773444,3.03909437537292,0.628982788508503,0,92.0475558865365,4.6470000288484,12.7063282142424,0.360406220063348,5.95884975256849,0,1.39918592356246,0,0,1.00925617150617,1.17080749859083,0,291.700307670105
"C26","CCRadish","no","MastersChoice",4,0,0.53480622217209,2.85456068467489,22.655576042237,1.12352378720551,2.8653409578686,4.38123897184856,0,0.303374359558174,1.34598538322762,0,28.2290334862962,0,0,2.07613972482313,0,0,48.5076502751747,0,3.03039497836071,3.94581332528229,0,0,13.4643740716224,0,0,11.7873608567997,0.822074828213371,0,2.20263964826379,1.14045072898814,7.55746563768934,0,0,0.963077513448487,1.55643945585891,0,15.7924433100334,2.69993382969059,59.4820765123743,13.8950878484562,3.68147303610725,0,0,0.640636289938273,8.27737202796504,2.65626027203818,3.629812720869,1.61443390316787,4.29640098862084,119.81635872407,0,0,0,4.58811963990565,3.41224819770882,3.94355489933368,2.80417316918943,0,2.74336355807818,2.49863974495321,0,417.819709612113
"C27","CCRadish","no","MastersChoice",4,0,8.64749224000218,5.83170550338198,20.4527800415077,2.4278230501323,11.604046673067,12.3002099535801,0,0,2.68646856752176,0,5.55582645975382,0,2.05548458165805,7.47214489579582,1.36570293694447,3.6892207382552,1.73948429098324,0,7.4780635847782,5.66658571557771,0,0,6.68503353360735,0,0,7.72031802132137,4.08136592407384,0,0,6.37491391685811,5.95728983347077,12.634962003403,0,7.85571868081948,1.48207210501884,0.991682654893967,66.0774603510676,8.50163798890628,71.6764163485544,4.20211268021892,3.6892207382552,0,0,1.0701020805589,21.6650326109311,4.53295373440075,5.78156244546197,8.49932254051651,0,254.44416244573,2.51270849489335,3.00679540655208,1.79304212519637,20.5258373376499,2.11036064998348,5.99988173169425,0,0,2.34329664786187,0,0,641.188302264839
"C28","CCRadish","yes","MastersChoice",4,0,3.30417042663314,0,0,0.449411028423595,11.9094569535253,0,0,0,4.261515646373,0,1.23638033837202,0,0.569728523537675,5.52884715296972,0,1.43465627771274,0,0,0,0,0,0,14.4153621005351,0,0,1.02819223592088,0,0,0,0,4.90477192655792,10.7007835048,0,8.71202309321678,0.959883326791701,0,14.6601147207786,0,35.2489870108175,0,1.43465627771274,0,0,2.80185861729394,11.3864237785054,0,0,5.43155139904605,0,158.425848960134,0,0,0,10.3687426581089,0,3.93487384450182,0,0,0,0,0,313.108239802269
"C29","CCRadish","yes","MastersChoice",4,0,2.61302899253271,3.37811238128621,62.1079014743563,1.63334064894291,6.57091343787132,0,0,0,7.01546897621738,0,9.93868942723405,0,0,4.02842369553368,3.53186582869583,3.56027800995395,0,0,4.49971225102906,8.11154942535569,3.00752399597623,0,11.8521245624764,0,0,3.73396319739324,0,0,0,1.87423458010981,0,8.53269315052607,0,1.7939351769274,3.53503368347365,0,29.5579594866904,4.68997957376477,60.8834534992475,2.93222749404274,3.56027800995395,0,0,3.90994110814025,17.7672815986724,5.76287425606205,11.1820941511538,5.21881569314086,0,213.694534634014,3.50412822708429,8.13977460809253,4.7915818049616,11.3911491424546,0.926463347835541,3.80674338745897,0,0,2.63285398759828,0,0,545.670926906261
"C31","CCRadish","no","MastersChoice",4,0,5.59309572701133,2.6982011222852,0,0,10.9098571853719,0,0,0,6.1008714778795,0,2.97652757443676,0,4.09495055332226,6.1997987240075,0,3.16380307018115,0,0,5.17364679481015,0,0,0,17.5185839493914,0,0,1.28546093537286,0,0,0,0.428185604601426,5.59752393507858,10.9242336689717,0,8.41626577412849,1.04865347743774,0,6.03498580065977,3.98617916420396,54.846079037719,0.925787652290322,3.16380307018115,0,0,4.07629158151427,12.9798623170563,0,0,3.13319470963628,0,193.150969988369,0,2.63225141628931,1.04734484797093,14.1073605743755,0,4.33642752138759,0.455320258757444,2.12019378123005,2.49891611542866,4.38853390774093,0,406.013161319098
"C32","CCRadish","yes","MastersChoice",4,0,4.10215511054219,1.93944643336888,22.4497684393746,2.51456188822724,22.0901973664145,0,0,1.83565639890616,8.65768275455087,0,22.0646080914603,0,0,3.6549619432133,0,2.2379689176428,3.64627409670069,0,2.04922834817101,5.70132676430038,13.6341867579422,0,7.37252199469986,0,0,13.0440950768026,0,0,0,0,0,6.76088630489828,0,17.5186959564967,6.28413997631218,0,93.2642808013577,4.80507833813642,49.5809669022699,11.7651361622899,2.2379689176428,0,0,0,10.2105319477578,3.04238933686722,3.57183504926479,0.917674918883997,0,135.605634815633,7.74206966869726,19.7650751415797,0,10.0321982945612,1.59817946597074,0.713675581360627,3.69610236401841,0,3.22475050455788,0,0,529.331910830874
